order_id,order_date,customer_id,store_id,product_id,quantity,discount,sales,profit,cost,product_name,unit_price,product_category,product_subcategory,store_region,store_city,customer_region,calculated_sales,calculated_profit
O5283,2023-12-18,C7705,S129,P28,2,0,301.66,65.67,117.995,Olive Oil,150.83,Grocery,B,West,San Jose,South,301.66,183.67
O5284,2023-10-09,C6392,S165,P85,1,0,146.11,47.66,98.45,Bluetooth Speaker,146.11,Electronics,B,West,San Jose,South,146.11,47.66
O5285,2022-11-14,C7572,S156,P79,1,0,110.13,23.71,86.42,Coffee Maker,110.13,Home,B,Midwest,Chicago,South,110.13,23.71
O5286,2024-02-01,C1895,S83,P375,5,20,1007.84,242.52,191.33,Wireless Earbuds,251.96,Electronics,C,South,Dallas,West,1239.8,816.51
O5287,2023-02-24,C2616,S120,P74,4,5,1101.06,390.31,187.04,Cap,289.75,Apparel,C,South,Dallas,East,1154,914.02
O5288,2023-07-20,C2512,S92,P214,2,5,262.54,75.49,98.45,Tablet,138.18,Electronics,C,East,New York,East,271.36,164.09
O5289,2024-02-01,C56,S188,P184,2,20,276.04,87.24,117.995,Peanut Butter,172.52,Grocery,B,South,Dallas,South,325.04,158.05
O5290,2024-02-10,C2628,S66,P320,1,10,91.4,31.38,66.69,Curtains,101.55,Home,B,South,Dallas,Midwest,91.55,24.71
O5291,2022-07-06,C5184,S144,P223,2,5,401.55,115.62,150.49,Organic Rice,211.34,Grocery,B,South,Dallas,South,417.68,251.06
O5292,2024-02-04,C6458,S105,P246,1,10,94.96,17.18,86.42,Cookware Set,105.51,Home,B,South,Dallas,East,95.51,8.54
O5293,2022-07-14,C1149,S115,P152,2,0,267.76,94.92,86.42,Curtains,133.88,Home,A,Midwest,Chicago,West,267.76,181.34
O5294,2023-04-02,C6948,S167,P129,1,0,87.77,24.04,63.73,Smartphone,87.77,Electronics,B,Midwest,Chicago,South,87.77,24.04
O5295,2023-04-21,C6547,S171,P446,4,20,443.33,128.29,98.45,DSLR Camera,138.54,Electronics,C,West,San Jose,West,534.16,344.88
O5296,2022-07-15,C2821,S146,P192,1,20,64.2,22.36,52.3,Cap,80.25,Apparel,A,West,San Jose,South,60.25,11.9
O5297,2023-07-18,C2058,S171,P243,4,10,476.37,165.25,86.42,Toaster,132.32,Home,B,West,San Jose,South,519.28,389.95
O5298,2023-01-26,C1426,S47,P351,3,20,89.77,18.94,29.51,Mattress Topper,37.4,Home,C,Midwest,Chicago,South,92.2,60.26
O5299,2024-04-05,C5151,S74,P323,2,20,198.51,35.89,101.64,Hoodie,124.07,Apparel,B,West,San Jose,South,228.14,96.87
O5300,2023-10-21,C4284,S47,P194,1,20,177.54,55.82,152.15,LED Monitor,221.93,Electronics,C,Midwest,Chicago,East,201.93,25.39
O5301,2024-01-16,C3726,S80,P28,4,20,572.43,194.84,117.995,Olive Oil,178.88,Grocery,B,South,Dallas,West,695.52,454.43
O5302,2022-06-14,C6661,S18,P233,5,0,826.77,240.27,117.3,Jeans,165.35,Apparel,A,Midwest,Chicago,East,826.75,709.47
O5303,2024-05-21,C4103,S17,P261,5,5,843.24,149.36,146.08,Hoodie,177.53,Apparel,A,Midwest,Chicago,West,882.65,697.16
O5304,2022-07-27,C5649,S171,P402,4,10,549.89,189.33,100.155,Jeans,152.75,Apparel,B,West,San Jose,West,601,449.74
O5305,2024-06-19,C7459,S61,P474,2,20,203.07,45.55,98.45,Smartwatch,126.92,Electronics,C,East,New York,South,233.84,104.62
O5306,2024-09-25,C1950,S81,P174,5,20,587.72,187.1,100.155,Jeans,146.93,Apparel,C,West,San Jose,South,714.65,487.57
O5307,2023-07-18,C4034,S141,P57,5,10,640.41,189.72,100.155,Dress,142.31,Apparel,A,South,Dallas,South,701.55,540.26
O5308,2023-01-25,C1514,S172,P121,5,0,640.86,208.76,86.42,Blender,128.17,Home,A,Midwest,Chicago,South,640.85,554.44
O5309,2022-03-01,C6416,S152,P148,4,0,474.14,128.46,86.42,Toaster,118.54,Home,C,Midwest,Chicago,Midwest,474.16,387.72
O5310,2022-03-31,C7198,S190,P208,3,0,576.81,184.89,130.64,Organic Rice,192.27,Grocery,B,West,San Jose,West,576.81,446.17
O5311,2022-02-23,C2093,S169,P344,5,0,785.8,273.45,102.47,Curtains,157.16,Home,A,East,New York,South,785.8,683.33
O5312,2023-03-16,C7334,S51,P394,2,5,341.54,68.04,143.95,Coffee Maker,179.76,Home,B,East,New York,East,354.52,197.59
O5313,2023-09-14,C3669,S153,P412,5,0,928.4,338.42,117.995,Peanut Butter,185.68,Grocery,A,Midwest,Chicago,South,928.4,810.4
O5314,2024-02-20,C2435,S124,P77,1,20,97.63,28.5,86.42,Mattress Topper,122.04,Home,B,Midwest,Chicago,South,102.04,11.21
O5315,2023-02-01,C3955,S88,P34,5,20,598.29,204.49,98.45,Wireless Earbuds,149.57,Electronics,C,West,San Jose,West,727.85,499.84
O5316,2023-04-14,C206,S62,P446,5,5,586.17,118.53,98.45,DSLR Camera,123.4,Electronics,C,South,Dallas,West,612,487.72
O5317,2022-11-01,C1898,S139,P121,5,20,499.85,154.17,86.42,Blender,124.96,Home,A,East,New York,South,604.8,413.43
O5318,2024-06-30,C1798,S3,P281,2,5,250.38,63.33,98.45,Laptop,131.78,Electronics,C,South,Dallas,West,258.56,151.93
O5319,2024-07-15,C842,S75,P219,4,0,436.06,90.38,86.42,Floor Lamp,109.02,Home,C,West,San Jose,South,436.08,349.64
O5320,2024-06-17,C3998,S13,P123,2,5,186.17,47.28,73.1,Cookware Set,97.99,Home,A,East,New York,South,190.98,113.07
O5321,2022-08-31,C3085,S9,P156,2,20,175.6,60.23,72.11,DSLR Camera,109.75,Electronics,B,West,San Jose,,199.5,103.49
O5322,2023-03-23,C6363,S185,P126,5,10,839.2,308.22,117.995,Eggs Pack,186.49,Grocery,B,East,New York,,922.45,721.2
O5323,2023-05-24,C2716,S129,P402,3,5,456.62,171.18,100.155,Jeans,160.22,Apparel,B,West,San Jose,Midwest,475.66,356.46
O5324,2024-07-14,C6795,S115,P309,2,5,385.4,120.26,139.55,Winter Jacket,202.84,Apparel,A,Midwest,Chicago,West,400.68,245.85
O5325,2022-03-27,C7900,S151,P77,3,20,292.17,84.76,86.42,Mattress Topper,121.74,Home,B,Midwest,Chicago,West,345.22,205.75
O5326,2024-05-04,C5045,S161,P196,2,5,285.71,95.42,100.155,Jeans,150.38,Apparel,B,Midwest,Chicago,East,295.76,185.55
O5327,2023-09-08,C1645,S81,P60,4,0,623.52,229.72,98.45,WiFi Router,155.88,Electronics,C,West,San Jose,South,623.52,525.07
O5328,2023-03-03,C2566,S13,P270,1,20,73.9,22.72,63.98,Formal Shirt,92.37,Apparel,B,East,New York,South,72.37,9.92
O5329,2023-02-09,C559,S55,P167,2,10,192.31,36.75,86.42,Floor Lamp,106.84,Home,B,Midwest,Chicago,South,203.68,105.89
O5330,2023-08-18,C7247,S70,P168,2,10,73.39,22.68,28.17,Coffee Maker,40.77,Home,B,South,Dallas,West,71.54,45.22
O5331,2022-05-17,C2280,S69,P327,4,10,646.66,221.88,117.995,Peanut Butter,179.63,Grocery,B,West,San Jose,Midwest,708.52,528.66
O5332,2023-10-08,C5305,S149,P352,2,0,429.83,79.63,175.1,Eggs Pack,214.92,Grocery,C,East,New York,Midwest,429.84,254.73
O5333,2024-07-07,C5012,S42,P101,4,5,437.66,109.27,86.42,Toaster,115.17,Home,C,West,San Jose,South,455.68,351.24
O5334,2023-07-01,C3362,S170,P164,1,20,203.36,44.76,198.25,Blender,254.21,Home,C,East,New York,Midwest,234.21,5.11
O5335,2023-02-16,C2829,S86,P269,4,10,136.89,23.2,31.58,Toaster,38.02,Home,A,West,San Jose,Midwest,142.08,105.31
O5336,2022-09-01,C2653,S93,P189,5,0,552.72,120.62,86.42,Air Purifier,110.54,Home,B,South,Dallas,South,552.7,466.3
O5337,2023-11-21,C7848,S175,P344,1,20,104.31,22.33,102.47,Curtains,130.38,Home,A,South,Dallas,East,110.38,1.84
O5338,2024-05-19,C5602,S194,P247,4,5,412.87,84.47,86.42,Air Purifier,108.65,Home,C,Midwest,Chicago,South,429.6,326.45
O5339,2022-01-19,C328,S137,P406,3,5,367.54,114.12,88.92,Winter Jacket,128.96,Apparel,C,Midwest,Chicago,South,381.88,278.62
O5340,2024-09-26,C2012,S184,P311,5,5,857.06,296.09,118.1,Gaming Console,180.43,Electronics,A,South,Dallas,East,897.15,738.96
O5341,2023-03-09,C4792,S179,P486,1,0,213.87,77.93,135.94,T-Shirt,213.87,Apparel,B,East,New York,,213.87,77.93
O5342,2023-11-10,C4319,S115,P86,1,0,160.32,42.33,117.995,Organic Rice,160.32,Grocery,B,Midwest,Chicago,South,160.32,42.32
O5343,2023-12-06,C5408,S194,P314,1,20,105.32,25.2,100.155,Dress,131.65,Apparel,A,Midwest,Chicago,South,111.65,5.16
O5344,2022-02-01,C2210,S123,P94,1,10,140.32,51.72,98.45,Tablet,155.91,Electronics,A,West,San Jose,South,145.91,41.87
O5345,2022-01-21,C5020,S53,P169,5,20,551.66,205.98,86.42,Toaster,137.91,Home,B,Midwest,Chicago,Midwest,669.55,465.24
O5346,2024-07-10,C1525,S2,P26,3,10,282.13,93.3,69.94,Cap,104.49,Apparel,C,West,San Jose,West,303.47,212.19
O5347,2024-02-07,C4452,S115,P482,5,0,932.64,271.04,132.32,Olive Oil,186.53,Grocery,C,Midwest,Chicago,South,932.65,800.32
O5348,2024-08-10,C1533,S150,P310,3,5,403.32,122.74,98.45,Smartphone,141.52,Electronics,B,West,San Jose,East,419.56,304.87
O5349,2024-06-19,C6575,S51,P330,2,10,29.67,7.12,12.53,WiFi Router,16.48,Electronics,A,East,New York,South,22.96,17.14
O5350,2022-06-28,C5283,S21,P472,2,10,190.9,35.34,86.42,Mattress Topper,106.06,Home,C,East,New York,South,202.12,104.48
O5351,2023-06-12,C5387,S162,P467,2,5,461.68,156.57,160.58,Fruit Juice,242.99,Grocery,B,East,New York,East,480.98,301.1
O5352,2022-09-02,C1106,S35,P251,4,0,604.09,203.47,100.155,Dress,151.02,Apparel,C,West,San Jose,West,604.08,503.94
O5353,2024-08-28,C5365,S67,P152,4,5,515.27,186.88,86.42,Curtains,135.6,Home,A,South,Dallas,South,537.4,428.85
O5354,2022-05-04,C6870,S7,P429,4,0,520.73,175.05,86.42,Coffee Maker,130.18,Home,B,South,Dallas,South,520.72,434.31
O5355,2023-03-06,C6757,S97,P246,5,10,557.82,168.93,86.42,Cookware Set,123.96,Home,B,Midwest,Chicago,South,609.8,471.4
O5356,2022-10-25,C5225,S166,P97,2,10,224.32,47.11,98.45,DSLR Camera,124.62,Electronics,A,Midwest,Chicago,,239.24,125.87
O5357,2022-08-13,C3732,S10,P399,1,0,130.4,30.25,100.155,Shorts,130.4,Apparel,A,Midwest,Chicago,South,130.4,30.25
O5358,2022-07-23,C1620,S189,P204,1,5,158.57,30.47,134.84,Peanut Butter,166.92,Grocery,A,East,New York,South,161.92,23.73
O5359,2022-01-25,C3453,S5,P160,1,5,227.65,82.38,152.91,Floor Lamp,239.63,Home,B,Midwest,Chicago,Midwest,234.63,74.74
O5360,2022-04-10,C7359,S28,P202,2,20,261.46,72.67,117.995,Eggs Pack,163.41,Grocery,C,Midwest,Chicago,Midwest,306.82,143.46
O5361,2024-06-07,C2898,S174,P470,4,5,785.22,287.35,131.02,DSLR Camera,206.64,Electronics,B,South,Dallas,South,821.56,654.2
O5362,2024-06-28,C6915,S61,P6,2,10,191.17,35.61,86.42,Dish Rack,106.2,Home,B,East,New York,,202.4,104.75
O5363,2024-03-14,C7100,S0,P86,4,5,559.13,110.75,117.995,Organic Rice,147.14,Grocery,B,Midwest,Chicago,Midwest,583.56,441.14
O5364,2024-08-23,C7171,S115,P69,5,20,71.84,19,13.21,Hoodie,17.96,Apparel,B,Midwest,Chicago,South,69.8,58.63
O5365,2024-02-02,C115,S4,P300,4,10,410.05,115.21,81.9,Sweatpants,113.9,Apparel,A,Midwest,Chicago,South,445.6,328.15
O5366,2024-03-08,C1527,S145,P121,5,10,586.01,197.12,86.42,Blender,130.22,Home,A,West,San Jose,West,641.1,499.59
O5367,2022-12-27,C3424,S119,P437,5,10,917.54,194.3,160.72,Smartphone,203.9,Electronics,C,East,New York,,1009.5,756.82
O5368,2023-09-13,C7966,S172,P483,5,0,716.64,224.39,98.45,Bluetooth Speaker,143.33,Electronics,B,Midwest,Chicago,South,716.65,618.19
O5369,2024-06-16,C7282,S9,P113,2,5,224.26,76.86,77.58,Dress,118.03,Apparel,A,West,San Jose,East,231.06,146.68
O5370,2024-01-08,C1365,S27,P108,5,10,742.98,212.01,117.995,Pasta Pack,165.11,Grocery,B,Midwest,Chicago,West,815.55,624.98
O5371,2024-02-29,C1989,S58,P391,1,0,125.4,26.95,98.45,Laptop,125.4,Electronics,C,West,San Jose,South,125.4,26.95
O5372,2023-09-29,C2710,S96,P0,2,0,271.79,71.48,100.155,Jeans,135.89,Apparel,A,East,New York,East,271.78,171.64
O5373,2023-08-19,C2770,S128,P251,2,0,299.39,99.08,100.155,Dress,149.69,Apparel,C,Midwest,Chicago,West,299.38,199.24
O5374,2022-06-06,C411,S5,P429,2,10,202.87,47.32,86.42,Coffee Maker,112.71,Home,B,Midwest,Chicago,Midwest,215.42,116.45
O5375,2023-06-08,C3541,S1,P222,2,5,260.98,96.78,86.42,Coffee Maker,137.36,Home,C,West,San Jose,Midwest,269.72,174.56
O5376,2022-09-05,C4315,S122,P144,3,5,670.86,135.89,187.71,Mattress Topper,235.39,Home,C,East,New York,West,701.17,483.15
O5377,2022-08-22,C7987,S90,P315,4,5,471.57,143.17,86.42,Vacuum Cleaner,124.1,Home,C,West,San Jose,West,491.4,385.15
O5378,2022-02-05,C6026,S150,P491,4,20,410.22,149.96,81.33,Olive Oil,128.19,Grocery,C,West,San Jose,Midwest,492.76,328.89
O5379,2022-11-30,C1123,S117,P336,2,20,148.56,43.34,65.76,WiFi Router,92.85,Electronics,C,East,New York,Midwest,165.7,82.8
O5380,2023-07-17,C4491,S22,P118,5,0,547.04,114.94,86.42,Cookware Set,109.41,Home,C,East,New York,East,547.05,460.62
O5381,2024-09-22,C4087,S92,P397,4,10,480.84,120.28,100.155,Jeans,133.57,Apparel,C,East,New York,,524.28,380.68
O5382,2024-05-06,C2435,S7,P52,2,20,260.72,72.83,117.43,Organic Rice,162.95,Grocery,A,South,Dallas,South,305.9,143.29
O5383,2022-09-04,C5818,S199,P103,4,0,976.46,276.14,175.08,Almonds,244.12,Grocery,B,South,Dallas,South,976.48,801.38
O5384,2023-07-03,C7259,S72,P6,5,10,530.45,141.56,86.42,Dish Rack,117.88,Home,B,South,Dallas,Midwest,579.4,444.03
O5385,2022-07-07,C5396,S139,P398,3,5,361.68,76.24,100.155,Formal Shirt,126.91,Apparel,C,East,New York,South,375.73,261.52
O5386,2024-04-24,C2349,S164,P46,4,10,405.97,94.86,86.42,Toaster,112.77,Home,A,South,Dallas,Midwest,441.08,319.55
O5387,2023-12-28,C761,S94,P180,5,20,110.58,30.9,19.92,Winter Jacket,27.65,Apparel,C,Midwest,Chicago,South,118.25,90.66
O5388,2022-07-12,C7125,S34,P476,1,20,117.48,23.08,117.995,Almonds,146.85,Grocery,A,East,New York,,126.85,-0.52
O5389,2024-01-14,C5462,S140,P400,5,10,551.44,162.55,86.42,Blender,122.54,Home,C,East,New York,,602.7,465.02
O5390,2023-09-25,C2171,S2,P69,1,20,12.95,2.38,13.21,Hoodie,16.19,Apparel,B,West,San Jose,East,-3.81,-0.26
O5391,2023-07-20,C568,S58,P175,4,5,472.38,91.79,100.155,Shorts,124.31,Apparel,A,West,San Jose,East,492.24,372.22
O5392,2022-05-27,C2214,S175,P147,4,5,605.76,225.18,100.155,Winter Jacket,159.41,Apparel,A,South,Dallas,West,632.64,505.6
O5393,2022-05-05,C2989,S170,P251,4,5,528.43,147.84,100.155,Dress,139.06,Apparel,C,East,New York,East,551.24,428.28
O5394,2023-11-07,C2820,S21,P499,4,5,506.41,125.82,100.155,Dress,133.26,Apparel,B,East,New York,South,528.04,406.26
O5395,2023-04-12,C7603,S152,P349,2,20,258.56,95.63,101.83,Jeans,161.6,Apparel,A,Midwest,Chicago,South,303.2,156.73
O5396,2024-08-04,C7179,S71,P193,1,20,127.05,46.92,100.155,Hoodie,158.81,Apparel,C,Midwest,Chicago,Midwest,138.81,26.89
O5397,2023-03-06,C5786,S128,P146,3,20,303.23,95.82,86.42,Coffee Maker,126.35,Home,A,Midwest,Chicago,South,359.05,216.81
O5398,2022-11-11,C38,S155,P379,1,5,126.62,31.48,100.155,T-Shirt,133.29,Apparel,A,East,New York,South,128.29,26.47
O5399,2024-07-27,C5224,S13,P11,4,0,493.27,147.59,86.42,Blender,123.32,Home,C,East,New York,West,493.28,406.85
O5400,2023-06-05,C434,S195,P74,2,5,540.31,184.93,187.04,Cap,284.37,Apparel,C,West,San Jose,East,563.74,353.27
O5401,2023-07-31,C5090,S160,P462,5,0,284.72,60.67,44.81,Toaster,56.94,Home,C,West,San Jose,South,284.7,239.91
O5402,2022-10-19,C4301,S76,P277,5,10,1000.61,304.19,154.76,Cap,222.36,Apparel,A,East,New York,West,1101.8,845.85
O5403,2022-09-26,C603,S179,P34,2,10,266.45,89.24,98.45,Wireless Earbuds,148.03,Electronics,C,East,New York,South,286.06,168
O5404,2023-09-05,C3368,S15,P217,5,0,724.13,231.88,98.45,WiFi Router,144.83,Electronics,B,Midwest,Chicago,West,724.15,625.68
O5405,2023-05-01,C5831,S40,P379,5,10,670.26,219.56,100.155,T-Shirt,148.95,Apparel,A,West,San Jose,,734.75,570.1
O5406,2023-03-17,C3632,S132,P435,2,5,206.44,70.01,71.81,Smartphone,108.65,Electronics,A,East,New York,South,212.3,134.63
O5407,2023-05-10,C2646,S110,P368,4,20,31.38,10.54,6.51,T-Shirt,9.8,Apparel,C,West,San Jose,Midwest,19.2,24.87
O5408,2022-08-18,C3685,S142,P241,5,10,715.46,264.76,100.155,Winter Jacket,158.99,Apparel,C,East,New York,East,784.95,615.31
O5409,2024-07-02,C6671,S20,P394,5,20,901.25,325.45,143.95,Coffee Maker,225.31,Home,B,East,New York,,1106.55,757.3
O5410,2023-06-27,C5995,S113,P9,4,5,555.69,107.31,117.995,Eggs Pack,146.23,Grocery,A,West,San Jose,East,579.92,437.7
O5411,2022-09-25,C7788,S113,P78,4,20,500.47,122.8,118.02,Vacuum Cleaner,156.4,Home,C,West,San Jose,East,605.6,382.45
O5412,2024-02-04,C4250,S28,P119,4,0,602.15,201.53,100.155,Formal Shirt,150.54,Apparel,C,Midwest,Chicago,East,602.16,502
O5413,2023-02-13,C2527,S12,P247,4,5,441.28,112.88,86.42,Air Purifier,116.13,Home,C,South,Dallas,South,459.52,354.86
O5414,2024-08-28,C5508,S137,P79,1,20,86.45,17.31,86.42,Coffee Maker,108.06,Home,B,Midwest,Chicago,South,88.06,0.03
O5415,2023-12-29,C5055,S104,P92,3,0,796.43,275,173.81,Curtains,265.48,Home,A,West,San Jose,,796.44,622.62
O5416,2022-10-14,C2814,S153,P471,1,5,100.92,18.82,86.42,Blender,106.23,Home,B,Midwest,Chicago,West,101.23,14.5
O5417,2023-11-08,C5596,S21,P138,2,0,66.35,21.05,22.65,Laptop,33.17,Electronics,A,East,New York,Midwest,66.34,43.7
O5418,2024-05-20,C7002,S65,P490,3,0,187.36,47.26,46.7,Vacuum Cleaner,62.45,Home,C,West,San Jose,West,187.35,140.66
O5419,2022-12-20,C499,S14,P269,4,5,162.3,42.3,31.58,Toaster,42.71,Home,A,Midwest,Chicago,East,165.84,130.72
O5420,2022-07-17,C2057,S177,P397,1,10,111.06,20.92,100.155,Jeans,123.4,Apparel,C,West,San Jose,East,113.4,10.9
O5421,2024-01-06,C4451,S48,P144,5,10,1031.87,187.18,187.71,Mattress Topper,229.31,Home,C,East,New York,South,1136.55,844.16
O5422,2023-03-30,C497,S107,P5,4,20,442.62,127.58,98.45,Smartwatch,138.32,Electronics,B,East,New York,South,533.28,344.17
O5423,2023-09-07,C6818,S122,P202,3,5,503.92,167.64,117.995,Eggs Pack,176.82,Grocery,C,East,New York,Midwest,525.46,385.92
O5424,2023-05-20,C7241,S164,P23,2,5,281.64,91.35,100.155,Winter Jacket,148.23,Apparel,A,South,Dallas,South,291.46,181.48
O5425,2022-03-13,C3764,S167,P234,5,5,669.73,202.1,98.45,Smartphone,141,Electronics,A,Midwest,Chicago,West,700,571.28
O5426,2023-04-14,C486,S9,P186,2,10,286.79,57.2,127.55,LED Monitor,159.33,Electronics,A,West,San Jose,Midwest,308.66,159.24
O5427,2023-09-29,C196,S24,P81,4,0,714.76,242.78,117.995,Eggs Pack,178.69,Grocery,A,East,New York,Midwest,714.76,596.76
O5428,2024-07-17,C132,S40,P227,1,10,131.19,42.58,98.45,Smartphone,145.76,Electronics,A,West,San Jose,West,135.76,32.74
O5429,2022-04-30,C757,S193,P406,5,20,484.79,129.11,88.92,Winter Jacket,121.2,Apparel,C,East,New York,South,586,395.87
O5430,2024-01-09,C1499,S88,P457,4,0,745.21,157.45,146.94,Blender,186.3,Home,B,West,San Jose,East,745.2,598.27
O5431,2022-10-07,C5481,S98,P325,3,0,437.61,111.45,108.72,Dress,145.87,Apparel,A,Midwest,Chicago,Midwest,437.61,328.89
O5432,2022-01-06,C6272,S191,P212,2,10,235.91,55.63,100.155,Dress,131.06,Apparel,A,East,New York,South,252.12,135.76
O5433,2024-04-19,C2534,S154,P87,5,0,729.16,236.91,98.45,Smartphone,145.83,Electronics,B,Midwest,Chicago,East,729.15,630.71
O5434,2024-09-14,C625,S195,P37,2,20,131.24,44.78,54.04,WiFi Router,82.02,Electronics,B,West,San Jose,West,144.04,77.2
O5435,2024-09-22,C960,S59,P124,1,0,163.72,45.73,117.995,Organic Rice,163.72,Grocery,B,South,Dallas,South,163.72,45.72
O5436,2024-02-03,C426,S111,P369,3,10,829.06,306.53,193.53,Smartwatch,307.06,Electronics,B,East,New York,South,911.18,635.53
O5437,2024-07-07,C6564,S146,P381,5,0,1094.99,382.04,142.59,Jeans,219,Apparel,C,West,San Jose,South,1095,952.4
O5438,2022-01-19,C1958,S10,P374,2,5,295.17,70.98,117.995,Pasta Pack,155.35,Grocery,B,Midwest,Chicago,South,305.7,177.18
O5439,2023-02-19,C581,S131,P171,1,5,125.72,32.19,98.45,WiFi Router,132.33,Electronics,B,Midwest,Chicago,West,127.33,27.27
O5440,2024-03-10,C3511,S65,P144,1,5,227.22,48.9,187.71,Mattress Topper,239.18,Home,C,West,San Jose,,234.18,39.51
O5441,2023-05-08,C3605,S108,P431,1,10,207.83,67.22,156.23,Fruit Juice,230.92,Grocery,B,West,San Jose,South,220.92,51.6
O5442,2023-02-06,C181,S11,P176,3,5,373.29,87.85,100.155,Sweatpants,130.98,Apparel,C,East,New York,Midwest,387.94,273.14
O5443,2022-10-15,C313,S142,P257,3,0,625.45,140.2,161.75,Hoodie,208.48,Apparel,A,East,New York,East,625.44,463.7
O5444,2024-09-11,C612,S62,P390,5,5,790.68,230.2,117.995,Yogurt Cup,166.46,Grocery,A,South,Dallas,West,827.3,672.68
O5445,2024-03-05,C5415,S89,P175,2,20,215.17,54.92,100.155,Shorts,134.48,Apparel,A,West,San Jose,South,248.96,115.01
O5446,2024-05-18,C3140,S195,P51,4,20,489.84,169.34,100.155,Sneakers,153.07,Apparel,A,West,San Jose,Midwest,592.28,389.68
O5447,2022-10-17,C6972,S194,P106,5,0,382.91,80.06,60.57,Curtains,76.58,Home,A,Midwest,Chicago,West,382.9,322.34
O5448,2022-04-21,C21,S80,P482,5,10,735.12,139.68,132.32,Olive Oil,163.36,Grocery,C,South,Dallas,West,806.8,602.8
O5449,2022-09-19,C38,S171,P134,5,20,485.28,139.6,86.42,Mattress Topper,121.32,Home,B,West,San Jose,South,586.6,398.86
O5450,2023-09-03,C486,S123,P481,2,5,243.56,79.37,86.42,Curtains,128.19,Home,C,West,San Jose,Midwest,251.38,157.14
O5451,2023-09-07,C1488,S13,P23,5,0,680.55,179.78,100.155,Winter Jacket,136.11,Apparel,A,East,New York,South,680.55,580.4
O5452,2022-04-30,C5621,S97,P284,3,0,514.19,106.82,135.79,Winter Jacket,171.4,Apparel,A,Midwest,Chicago,East,514.2,378.4
O5453,2023-04-19,C5096,S49,P314,5,5,651.34,175.61,100.155,Dress,137.12,Apparel,A,West,San Jose,West,680.6,551.19
O5454,2024-07-14,C3202,S154,P5,4,0,482.13,88.33,98.45,Smartwatch,120.53,Electronics,B,Midwest,Chicago,Midwest,482.12,383.68
O5455,2024-07-06,C1916,S133,P372,2,5,298.57,108.28,100.155,Winter Jacket,157.14,Apparel,B,West,San Jose,Midwest,309.28,198.42
O5456,2022-07-07,C1963,S95,P108,4,10,611.13,186.35,117.995,Pasta Pack,169.76,Grocery,B,East,New York,South,669.04,493.14
O5457,2023-04-22,C5668,S9,P170,5,5,211.36,65.06,30.8,Sneakers,44.5,Apparel,C,West,San Jose,East,217.5,180.56
O5458,2024-08-30,C4453,S161,P429,5,20,486.23,140.55,86.42,Coffee Maker,121.56,Home,B,Midwest,Chicago,East,587.8,399.81
O5459,2023-01-04,C7090,S197,P423,4,20,462.38,147.34,98.45,Tablet,144.49,Electronics,B,Midwest,Chicago,South,557.96,363.93
O5460,2023-07-14,C7483,S129,P241,1,5,134.89,39.74,100.155,Winter Jacket,141.99,Apparel,C,West,San Jose,East,136.99,34.73
O5461,2024-04-16,C7802,S128,P107,5,20,580.35,108.37,117.995,Organic Rice,145.09,Grocery,C,Midwest,Chicago,West,705.45,462.36
O5462,2023-12-22,C3482,S54,P66,5,10,654,210.98,98.45,Laptop,145.33,Electronics,C,East,New York,South,716.65,555.55
O5463,2022-12-29,C3599,S79,P256,5,5,701.22,140.74,117.995,Spice Mix,147.63,Grocery,B,East,New York,Midwest,733.15,583.22
O5464,2023-03-18,C6138,S16,P290,4,10,480.61,126.19,98.45,Laptop,133.5,Electronics,C,East,New York,,524,382.16
O5465,2024-04-11,C5898,S76,P331,1,10,80.14,17.21,69.92,Wireless Earbuds,89.05,Electronics,B,East,New York,Midwest,79.05,10.22
O5466,2022-04-01,C2896,S52,P35,3,0,314.53,55.27,86.42,Floor Lamp,104.84,Home,B,Midwest,Chicago,East,314.52,228.11
O5467,2023-01-15,C5491,S48,P154,5,10,799.52,268.54,117.995,Almonds,177.67,Grocery,A,East,New York,South,878.35,681.52
O5468,2022-12-05,C2689,S101,P35,3,0,375.61,116.35,86.42,Floor Lamp,125.2,Home,B,East,New York,East,375.6,289.19
O5469,2022-08-12,C7235,S115,P199,1,0,127.49,27.33,100.155,Formal Shirt,127.49,Apparel,B,Midwest,Chicago,South,127.49,27.33
O5470,2022-07-11,C6381,S91,P244,5,0,639.43,207.33,86.42,Mattress Topper,127.89,Home,B,West,San Jose,West,639.45,553.01
O5471,2023-12-14,C5464,S193,P118,3,5,359.87,113.58,86.42,Cookware Set,126.27,Home,C,East,New York,South,373.81,273.45
O5472,2024-02-14,C5630,S109,P26,3,5,299.82,100.49,69.94,Cap,105.2,Apparel,C,South,Dallas,Midwest,310.6,229.88
O5473,2022-09-22,C6070,S174,P345,1,0,137.59,51.17,86.42,Air Purifier,137.59,Home,A,South,Dallas,,137.59,51.17
O5474,2024-01-15,C6606,S143,P294,5,0,557.44,125.34,86.42,Cookware Set,111.49,Home,B,South,Dallas,West,557.45,471.02
O5475,2022-08-30,C5858,S47,P143,3,10,307.06,54.56,93.52,Gaming Console,113.73,Electronics,C,Midwest,Chicago,South,331.19,213.54
O5476,2022-11-16,C5318,S46,P161,5,10,36.25,10.02,5.83,Sweatpants,8.06,Apparel,B,Midwest,Chicago,,30.3,30.42
